Category,Item,Total Spent,Transaction Date
Dining,Food Delivery,81.27,2024-06-09
Groceries,Bread,67.35,2024-06-05
Dining,Food Delivery,117.57,2024-02-15
Subscriptions,Spotify,5.13,2024-08-08
Utilities,Electricity Bill,203.94,2024-04-11
Subscriptions,Gym Membership,14.06,2023-08-14
Transportation,Bus Pass,84.17,2023-06-25
Utilities,Electricity Bill,94.21,2024-10-16
Utilities,Gas Bill,89.5,2023-02-22
Housing,Rent,893.96,2023-04-29
Groceries,Vegetables,54.08,2024-09-11
Transportation,Bus Pass,15.24,2024-12-23
Subscriptions,Spotify,19.29,2024-09-18
Transportation,Bus Pass,147.83,2024-10-02
Other,Online Purchase,124.12,2023-08-13
Housing,Mortgage,1960.25,2024-07-04
Housing,Rent,1563.36,2024-10-31
Transportation,Train Ticket,123.08,2023-08-14
Transportation,Bus Pass,32.98,2024-10-06
Other,Misc Expense,25.88,2023-08-26
Housing,Mortgage,1863.04,2023-04-06
Dining,Restaurant,70.53,2023-06-30
Utilities,Internet Bill,69.69,2023-10-16
Groceries,Eggs,26.95,2023-07-01
Other,Misc Expense,104.04,2023-07-12
Groceries,Bread,13.59,2023-09-09
Dining,Food Delivery,145.65,2023-04-13
Housing,Rent,1731.19,2024-09-09
Groceries,Rice,59.45,2023-04-23
Other,Online Purchase,115.23,2024-10-21
Groceries,Bread,39.51,2023-03-27
Transportation,Train Ticket,140.97,2024-09-06
Groceries,Milk,143.77,2023-04-19
Subscriptions,Gym Membership,34.85,2023-03-29
Utilities,Water Bill,153.83,2024-03-30
Other,Online Purchase,48.19,2024-05-05
Utilities,Water Bill,182.25,2024-10-04
Subscriptions,Netflix,6.56,2024-07-11
Transportation,Uber Ride,78.2,2024-03-01
Utilities,Electricity Bill,35.28,2024-03-13
Dining,Restaurant,54.94,2023-10-21
Utilities,Internet Bill,187.27,2023-04-26
Dining,Restaurant,148.64,2023-08-18
Groceries,Eggs,55.52,2024-09-22
Transportation,Uber Ride,55.99,2023-03-28
Groceries,Chicken,25.21,2024-03-14
Subscriptions,Spotify,28.78,2023-06-03
Housing,Mortgage,1001.81,2023-04-17
Transportation,Fuel,100.27,2023-09-29
Other,Online Purchase,118.96,2023-06-02
Other,Online Purchase,50.08,2024-02-04
Dining,Food Delivery,120.14,2024-05-04
Other,Online Purchase,19.64,2024-03-13
Housing,Mortgage,1052.27,2023-05-11
Utilities,Internet Bill,138.73,2024-05-07
Housing,Mortgage,1491.25,2023-05-22
Other,Online Purchase,59.33,2024-07-16
Dining,Food Delivery,81.46,2024-06-29
Subscriptions,Netflix,25.33,2024-03-07
Subscriptions,Gym Membership,33.4,2023-08-13
Housing,Rent,604.01,2023-01-18
Transportation,Fuel,143.77,2023-04-23
Groceries,Eggs,56.05,2023-05-23
Transportation,Fuel,24.19,2024-07-18
Dining,Restaurant,33.98,2023-08-18
Groceries,Vegetables,23.26,2024-12-13
Housing,Rent,636.89,2024-03-10
Transportation,Uber Ride,106.11,2024-11-09
Subscriptions,Netflix,25.79,2023-06-11
Groceries,Bread,56.69,2023-03-22
Utilities,Electricity Bill,212.83,2024-03-02
Utilities,Water Bill,60.82,2024-06-24
Housing,Mortgage,1611.58,2024-03-30
Other,Online Purchase,45.16,2023-06-09
Groceries,Vegetables,7.72,2023-06-27
Subscriptions,Netflix,34.14,2024-11-27
Dining,Food Delivery,107.58,2023-09-22
Subscriptions,Gym Membership,12.96,2023-06-10
Transportation,Uber Ride,79.66,2023-05-09
Housing,Rent,678.4,2024-02-06
Utilities,Electricity Bill,133.06,2023-11-17
Housing,Mortgage,830.75,2024-01-16
Housing,Mortgage,751.76,2023-03-21
Transportation,Bus Pass,7.12,2023-10-16
Utilities,Electricity Bill,161.36,2023-11-13
Utilities,Water Bill,37.12,2023-10-03
Groceries,Chicken,86.03,2024-07-31
Other,Misc Expense,9.72,2023-11-19
Groceries,Eggs,4.25,2024-01-01
Other,Misc Expense,143.93,2024-05-27
Utilities,Gas Bill,189.65,2023-05-13
Housing,Rent,1855.12,2024-05-30
Groceries,Chicken,121.7,2023-06-03
Groceries,Chicken,120.02,2024-05-03
Subscriptions,Netflix,10.3,2024-04-19
Groceries,Vegetables,16.71,2023-08-26
Utilities,Water Bill,65.43,2024-05-28
Subscriptions,Gym Membership,23.32,2023-12-16
Dining,Restaurant,52.84,2024-01-04
Subscriptions,Spotify,29.95,2024-11-30
Dining,Restaurant,33.7,2024-09-17
Subscriptions,Netflix,24.84,2024-05-24
Groceries,Milk,23.97,2023-11-13
Subscriptions,Netflix,20.92,2023-06-23
Transportation,Train Ticket,13.02,2024-08-13
Transportation,Bus Pass,16.12,2023-07-03
Housing,Mortgage,1262.57,2023-09-20
Other,Misc Expense,98.59,2023-05-24
Groceries,Chicken,74.77,2024-01-08
Other,Misc Expense,61.94,2024-09-26
Housing,Rent,1317.47,2024-10-01
Transportation,Bus Pass,15.27,2024-02-28
Subscriptions,Spotify,35.64,2024-11-29
Groceries,Chicken,146.68,2023-02-28
Housing,Rent,1385.12,2023-06-08
Other,Online Purchase,45.73,2023-06-12
Subscriptions,Spotify,12.81,2024-04-18
Housing,Rent,1255.88,2024-07-01
Other,Misc Expense,19.04,2023-07-04
Housing,Rent,1891.49,2024-03-19
Utilities,Internet Bill,99.8,2024-09-10
Dining,Restaurant,106.24,2024-05-02
Groceries,Eggs,69.82,2024-07-12
Utilities,Internet Bill,76.96,2024-08-04
Groceries,Chicken,116.81,2023-03-05
Other,Misc Expense,119.07,2024-04-29
Utilities,Electricity Bill,35.05,2024-12-01
Dining,Fast Food,40.05,2023-06-30
Groceries,Bread,13.18,2024-02-19
Groceries,Eggs,131.45,2024-04-07
Other,Misc Expense,80.14,2024-11-16
Transportation,Train Ticket,125.09,2023-04-05
Dining,Fast Food,144.61,2023-11-01
Utilities,Water Bill,122.2,2024-05-01
Subscriptions,Gym Membership,38.8,2024-03-23
Transportation,Fuel,123.98,2024-07-28
Other,Online Purchase,14.44,2024-11-14
Subscriptions,Gym Membership,28.24,2023-11-21
Groceries,Bread,134.79,2023-06-01
Dining,Fast Food,19.7,2024-11-21
Dining,Fast Food,79.54,2023-01-04
Dining,Restaurant,96.24,2024-10-16
Subscriptions,Netflix,31.1,2023-07-12
Dining,Food Delivery,83.27,2023-06-20
Subscriptions,Spotify,12.34,2023-07-15
Housing,Rent,1109.31,2023-11-06
Transportation,Uber Ride,105.8,2024-10-26
Dining,Fast Food,63.33,2023-12-27
Other,Misc Expense,79.91,2023-12-10
Groceries,Bread,70.45,2024-01-18
Utilities,Water Bill,113.94,2024-11-06
Housing,Mortgage,1582.93,2023-04-12
Groceries,Milk,16.18,2023-01-17
Subscriptions,Spotify,31.25,2024-09-30
Subscriptions,Netflix,22.62,2023-02-03
Housing,Mortgage,896.62,2024-04-10
Subscriptions,Spotify,34.97,2023-05-08
Transportation,Fuel,63.7,2024-10-22
Housing,Mortgage,1124.5,2023-08-18
Subscriptions,Spotify,28.05,2023-11-11
Other,Misc Expense,101.98,2023-01-05
Dining,Restaurant,5.28,2023-06-07
Other,Misc Expense,126.59,2024-06-15
Other,Misc Expense,52.26,2024-08-08
Dining,Restaurant,84.69,2024-02-05
Utilities,Internet Bill,206.29,2024-08-14
Dining,Restaurant,141.09,2024-02-04
Housing,Rent,1045.37,2023-06-12
Dining,Restaurant,17.64,2023-05-10
Subscriptions,Netflix,32.45,2024-10-04
Transportation,Train Ticket,142.46,2023-07-28
Groceries,Milk,6.77,2023-01-12
Housing,Rent,1590.61,2023-03-22
Subscriptions,Spotify,30.7,2024-04-09
Housing,Mortgage,1513.53,2023-08-16
Transportation,Train Ticket,81.71,2023-09-09
Housing,Mortgage,1522.96,2023-10-09
Groceries,Bread,95.23,2024-10-15
Subscriptions,Netflix,37.45,2023-05-06
Groceries,Bread,44.52,2023-07-04
Groceries,Milk,75.65,2024-01-06
Other,Online Purchase,60.45,2024-05-17
Other,Online Purchase,63.82,2024-05-13
Housing,Rent,1187.87,2023-11-18
Housing,Mortgage,851.73,2023-01-11
Utilities,Electricity Bill,105.42,2023-12-22
Dining,Food Delivery,91.2,2023-01-06
Utilities,Gas Bill,72.43,2023-01-31
Subscriptions,Netflix,31.63,2023-08-10
Other,Misc Expense,19.87,2023-08-11
Groceries,Eggs,23.37,2023-03-27
Housing,Rent,1274.2,2023-04-05
Transportation,Bus Pass,71.66,2024-05-22
Dining,Food Delivery,142.11,2023-07-17
Transportation,Train Ticket,32.09,2023-10-15
Dining,Restaurant,88.8,2024-08-24
Transportation,Train Ticket,119.73,2024-05-14
Dining,Fast Food,65.29,2023-10-06
Other,Misc Expense,94.57,2024-09-13
Dining,Fast Food,32.36,2023-12-28
Transportation,Uber Ride,69.06,2023-02-04
Subscriptions,Spotify,15.27,2024-10-22
Subscriptions,Spotify,9.01,2023-11-27
Dining,Restaurant,55.59,2023-03-16
Utilities,Gas Bill,201.49,2023-05-06
Groceries,Eggs,104.18,2023-12-03
Utilities,Internet Bill,100.74,2023-08-27
Subscriptions,Netflix,26.06,2024-06-23
Utilities,Electricity Bill,187.58,2024-11-18
Groceries,Chicken,134.22,2024-03-07
Housing,Mortgage,1048.17,2023-07-21
Groceries,Rice,76.3,2023-10-09
Dining,Restaurant,21.24,2023-06-25
Subscriptions,Spotify,13.27,2023-01-22
Transportation,Uber Ride,97.62,2024-08-12
Groceries,Rice,44.8,2024-02-17
Groceries,Chicken,137.95,2023-02-10
Transportation,Uber Ride,13.21,2023-04-08
Other,Misc Expense,109.32,2023-10-09
Transportation,Bus Pass,61.85,2024-07-23
Other,Misc Expense,75.59,2023-02-18
Dining,Fast Food,105.38,2024-04-10
Dining,Food Delivery,145.17,2023-05-05
Other,Misc Expense,140.84,2023-04-16
Groceries,Bread,10.03,2023-01-11
Utilities,Electricity Bill,219.51,2024-03-22
Utilities,Water Bill,189.3,2024-01-13
Other,Online Purchase,140.31,2023-02-23
Transportation,Uber Ride,19.29,2023-11-08
Groceries,Eggs,51.41,2024-09-19
Other,Misc Expense,42.68,2023-06-24
Utilities,Internet Bill,100.25,2023-06-01
Other,Misc Expense,96.62,2024-11-15
Groceries,Chicken,80.56,2024-08-14
Dining,Food Delivery,75.05,2023-10-15
Transportation,Fuel,36.2,2023-09-28
Other,Misc Expense,107.57,2023-12-28
Subscriptions,Netflix,30.73,2023-07-30
Housing,Rent,1292.45,2023-08-06
Groceries,Vegetables,34.77,2024-01-30
Utilities,Internet Bill,75.91,2024-08-27
Other,Misc Expense,114.79,2023-11-16
Housing,Mortgage,1786.93,2023-04-19
Utilities,Water Bill,114.83,2024-04-08
Other,Online Purchase,117.66,2023-07-12
Groceries,Eggs,65.19,2024-12-03
Transportation,Uber Ride,24.65,2023-04-20
Housing,Rent,1851.74,2023-07-11
Transportation,Uber Ride,73.01,2024-06-27
Dining,Fast Food,42.04,2024-07-17
Groceries,Eggs,66.43,2023-06-04
Dining,Food Delivery,66.33,2023-12-08
Groceries,Rice,43.07,2023-04-11
Groceries,Vegetables,59.23,2024-03-08
Utilities,Gas Bill,68.86,2023-10-10
Subscriptions,Gym Membership,20.17,2024-11-28
Groceries,Vegetables,39.59,2023-04-24
Utilities,Electricity Bill,37.85,2023-09-30
Utilities,Electricity Bill,90.6,2024-09-27
Housing,Mortgage,741.83,2024-12-09
Transportation,Fuel,33.24,2023-07-28
Transportation,Bus Pass,106.76,2023-10-22
Housing,Rent,1304.54,2024-12-18
Subscriptions,Spotify,34.84,2024-12-05
Utilities,Water Bill,45.28,2023-07-11
Transportation,Fuel,23.85,2023-01-14
Housing,Mortgage,629.16,2023-09-28
Groceries,Bread,102.84,2023-01-10
Subscriptions,Spotify,25.41,2024-05-15
Other,Online Purchase,72.47,2023-02-16
Other,Online Purchase,86.39,2023-10-25
Other,Online Purchase,80.21,2023-06-21
Other,Online Purchase,116.96,2023-04-13
Transportation,Bus Pass,69.53,2023-12-26
Subscriptions,Spotify,13.87,2024-04-14
Groceries,Eggs,47.27,2023-12-08
Subscriptions,Gym Membership,36.58,2024-09-02
Dining,Restaurant,42.68,2024-06-15
Housing,Rent,1174.45,2023-08-14
Housing,Rent,643.27,2024-08-14
Housing,Mortgage,1642.11,2023-07-18
Dining,Food Delivery,18.87,2023-10-08
Housing,Mortgage,1826.53,2023-06-29
Transportation,Bus Pass,133.54,2024-02-05
Subscriptions,Spotify,14.67,2023-07-15
Groceries,Chicken,79.45,2023-12-18
Other,Online Purchase,66.72,2024-04-10
Subscriptions,Spotify,38.93,2024-05-25
Housing,Rent,810.32,2023-10-24
Subscriptions,Gym Membership,15.63,2023-10-23
Groceries,Eggs,5.29,2023-02-11
Utilities,Gas Bill,57.16,2024-05-15
Transportation,Uber Ride,66.26,2024-11-07
Other,Online Purchase,10.34,2023-05-22
Transportation,Bus Pass,118.43,2024-05-29
Housing,Rent,1598.48,2023-05-27
Housing,Rent,1885.56,2023-10-25
Utilities,Electricity Bill,108.02,2024-11-25
Housing,Mortgage,1953.67,2023-04-11
Transportation,Bus Pass,90.76,2023-06-27
Subscriptions,Spotify,16.29,2024-08-15
Utilities,Water Bill,121.59,2023-07-24
Transportation,Bus Pass,15.58,2024-08-03
Housing,Mortgage,1126.35,2024-03-23
Groceries,Bread,80.41,2024-12-11
Transportation,Bus Pass,71.85,2024-03-13
Dining,Fast Food,144.33,2024-04-17
Groceries,Chicken,6.88,2024-03-07
Groceries,Bread,93.44,2023-11-06
Other,Online Purchase,88.31,2024-01-18
Utilities,Gas Bill,215.92,2023-05-09
Dining,Food Delivery,3.88,2024-06-14
Dining,Restaurant,15.44,2023-10-04
Other,Online Purchase,52.02,2023-04-10
Other,Misc Expense,86.12,2024-12-08
Transportation,Uber Ride,20.85,2024-08-21
Housing,Rent,1322.77,2024-07-29
Housing,Mortgage,1853.07,2024-10-17
Other,Online Purchase,47.23,2023-11-15
Housing,Rent,1473.13,2023-07-25
Groceries,Milk,3.01,2024-09-10
Groceries,Chicken,17.24,2023-07-29
Groceries,Rice,6.62,2024-06-01
Dining,Fast Food,11.18,2023-05-05
Transportation,Fuel,74.11,2023-07-08
Other,Online Purchase,126.73,2024-07-13
Transportation,Fuel,129.32,2024-09-23
Groceries,Rice,24.5,2023-01-23
Utilities,Water Bill,174.64,2023-06-24
Subscriptions,Gym Membership,12.01,2024-05-06
Transportation,Bus Pass,101.13,2024-08-25
Dining,Fast Food,101.15,2024-02-05
Dining,Food Delivery,120.58,2024-04-20
Dining,Fast Food,24.78,2023-10-18
Dining,Restaurant,85.94,2023-01-12
Subscriptions,Spotify,27.76,2024-11-03
Subscriptions,Spotify,36.75,2023-05-23
Dining,Food Delivery,70.38,2023-01-10
Utilities,Gas Bill,219.42,2023-08-04
Transportation,Fuel,78.42,2023-06-28
Housing,Rent,1606.89,2023-12-14
Dining,Food Delivery,129.22,2023-05-24
Transportation,Bus Pass,138.75,2023-03-11
Other,Misc Expense,58.35,2024-04-28
Subscriptions,Gym Membership,29.8,2024-06-03
Other,Misc Expense,22.03,2023-11-28
Subscriptions,Gym Membership,26.61,2024-02-18
Groceries,Milk,7.34,2023-06-12
Utilities,Electricity Bill,139.88,2024-11-26
Dining,Fast Food,114.71,2023-08-31
Groceries,Bread,110.04,2024-01-29
Other,Misc Expense,138.59,2023-03-05
Subscriptions,Spotify,34.64,2023-03-16
Dining,Fast Food,92.16,2023-01-31
Utilities,Gas Bill,128.89,2023-05-17
Housing,Rent,1287.54,2024-11-26
Transportation,Train Ticket,32.58,2023-06-15
Dining,Food Delivery,121.87,2023-07-16
Groceries,Chicken,6.56,2024-11-15
Groceries,Bread,7.89,2023-05-24
Groceries,Eggs,116.83,2024-08-04
Subscriptions,Netflix,28.88,2024-10-19
Subscriptions,Spotify,12.26,2024-04-30
Subscriptions,Spotify,36.49,2023-05-22
Other,Online Purchase,67.52,2024-10-02
Dining,Restaurant,86.67,2023-05-11
Other,Misc Expense,17.83,2024-05-25
Utilities,Electricity Bill,102.8,2023-08-18
Other,Misc Expense,138.57,2023-09-15
Dining,Food Delivery,55.61,2023-06-11
Transportation,Uber Ride,81.56,2023-09-05
Other,Misc Expense,61.69,2023-02-28
Subscriptions,Gym Membership,25.4,2023-09-27
Housing,Rent,1189.97,2023-07-25
Transportation,Uber Ride,23.48,2024-07-14
Other,Misc Expense,138.85,2024-11-10
Groceries,Bread,75.55,2024-07-31
Subscriptions,Gym Membership,33.26,2023-12-21
Groceries,Rice,90.93,2024-09-19
Groceries,Chicken,73.38,2023-05-13
Transportation,Uber Ride,18.3,2024-05-23
Subscriptions,Netflix,20.1,2023-11-07
Other,Online Purchase,6.15,2023-02-26
Groceries,Bread,81.53,2024-01-24
Housing,Rent,673.0,2024-01-22
Housing,Rent,1197.57,2023-05-22
Groceries,Rice,20.34,2024-09-22
Transportation,Bus Pass,31.47,2024-03-23
Groceries,Bread,37.11,2024-08-25
Groceries,Bread,63.72,2024-07-03
Subscriptions,Netflix,5.52,2023-09-13
Other,Online Purchase,14.26,2023-05-10
Dining,Restaurant,44.54,2023-11-18
Transportation,Train Ticket,149.72,2023-05-13
Subscriptions,Spotify,9.28,2023-03-20
Groceries,Eggs,140.94,2023-07-30
Dining,Food Delivery,111.08,2024-01-01
Other,Online Purchase,68.2,2023-11-06
Transportation,Bus Pass,130.74,2023-09-08
Subscriptions,Spotify,23.95,2023-04-17
Groceries,Eggs,135.36,2024-12-23
Subscriptions,Spotify,12.12,2023-05-21
Other,Online Purchase,47.83,2024-07-20
Utilities,Electricity Bill,209.6,2023-05-26
Groceries,Bread,105.66,2024-10-27
Other,Misc Expense,143.1,2023-01-22
Dining,Restaurant,42.73,2024-08-25
Dining,Fast Food,124.6,2023-03-28
Groceries,Eggs,128.62,2024-01-29
Dining,Restaurant,129.83,2024-01-29
Dining,Restaurant,35.99,2024-01-24
Utilities,Internet Bill,175.29,2023-02-02
Subscriptions,Spotify,36.85,2023-12-11
Other,Misc Expense,122.11,2024-08-28
Utilities,Electricity Bill,212.43,2024-03-20
Other,Misc Expense,118.04,2023-02-28
Other,Online Purchase,84.33,2024-11-25
Transportation,Fuel,65.3,2024-08-04
Other,Misc Expense,26.89,2024-01-26
Dining,Food Delivery,148.91,2023-09-01
Utilities,Electricity Bill,180.17,2023-10-08
Groceries,Bread,116.39,2023-10-30
Transportation,Fuel,8.68,2023-10-08
Transportation,Bus Pass,99.91,2024-10-30
Other,Online Purchase,21.27,2024-08-05
Housing,Mortgage,1786.63,2024-03-30
Dining,Restaurant,67.67,2024-04-22
Groceries,Eggs,73.59,2024-07-23
Utilities,Internet Bill,236.54,2023-10-11
Subscriptions,Gym Membership,7.24,2023-07-04
Transportation,Bus Pass,41.15,2024-05-21
Utilities,Water Bill,62.32,2024-09-24
Housing,Rent,1516.44,2023-07-08
Housing,Mortgage,658.74,2023-08-22
Groceries,Vegetables,148.82,2023-09-21
Groceries,Vegetables,127.2,2023-12-28
Subscriptions,Gym Membership,13.21,2023-04-22
Groceries,Chicken,68.24,2024-06-07
Groceries,Bread,32.99,2024-08-07
Transportation,Fuel,13.49,2024-03-12
Transportation,Train Ticket,6.63,2024-09-13
Other,Misc Expense,52.24,2024-02-22
Housing,Mortgage,1962.9,2024-09-28
Groceries,Bread,57.14,2023-10-25
Utilities,Electricity Bill,76.53,2023-11-17
Subscriptions,Gym Membership,22.79,2024-08-18
Housing,Mortgage,1130.38,2024-08-19
Groceries,Vegetables,109.76,2024-01-26
Other,Online Purchase,143.41,2023-08-18
Subscriptions,Gym Membership,27.06,2024-03-04
Subscriptions,Gym Membership,35.75,2023-02-22
Subscriptions,Spotify,23.21,2023-11-21
Transportation,Train Ticket,125.89,2023-10-28
Utilities,Gas Bill,198.88,2024-01-06
Utilities,Internet Bill,243.93,2024-12-10
Utilities,Internet Bill,223.65,2024-01-06
Groceries,Eggs,85.39,2023-03-20
Transportation,Fuel,91.97,2024-04-04
Other,Misc Expense,36.78,2023-05-09
Subscriptions,Netflix,19.27,2024-08-21
Housing,Rent,1714.2,2023-12-16
Transportation,Uber Ride,14.98,2024-03-07
Subscriptions,Netflix,27.14,2023-07-22
Utilities,Internet Bill,56.57,2023-09-27
Other,Misc Expense,112.2,2023-05-10
Other,Online Purchase,125.58,2023-01-25
Housing,Rent,785.33,2024-06-26
Dining,Fast Food,55.09,2024-02-16
Housing,Rent,766.64,2023-12-11
Subscriptions,Gym Membership,39.79,2023-02-16
Groceries,Vegetables,138.35,2024-04-04
Dining,Food Delivery,69.11,2024-03-22
Transportation,Fuel,105.92,2023-07-07
Housing,Rent,610.9,2024-08-30
Transportation,Fuel,58.77,2024-03-25
Utilities,Gas Bill,51.32,2023-11-01
Dining,Fast Food,10.1,2024-06-14
Subscriptions,Gym Membership,37.48,2023-10-20
Transportation,Fuel,49.83,2023-07-02
Utilities,Electricity Bill,191.62,2023-08-04
Dining,Food Delivery,43.9,2024-09-22
Transportation,Uber Ride,54.06,2023-06-19
Groceries,Eggs,43.26,2024-03-25
Utilities,Water Bill,231.89,2024-09-12
Other,Online Purchase,138.9,2024-11-13
Transportation,Train Ticket,17.11,2024-07-19
Other,Online Purchase,7.02,2023-02-10
Subscriptions,Gym Membership,5.23,2023-01-27
Transportation,Train Ticket,44.43,2024-08-07
Dining,Food Delivery,68.39,2023-05-10
Other,Misc Expense,46.36,2023-04-23
Housing,Rent,1205.17,2023-09-27
Groceries,Bread,148.98,2024-11-15
Groceries,Eggs,121.14,2023-08-16
Housing,Rent,1309.88,2023-10-10
Dining,Food Delivery,111.12,2024-11-19
Other,Online Purchase,106.9,2023-11-19
Groceries,Rice,17.76,2024-12-23
Other,Misc Expense,30.99,2024-07-25
Housing,Rent,1478.2,2023-09-09
Utilities,Internet Bill,78.45,2023-07-20
Transportation,Fuel,25.26,2023-07-11
Housing,Mortgage,878.0,2023-04-01
Subscriptions,Gym Membership,5.11,2023-03-10
Dining,Food Delivery,92.85,2024-12-28
Utilities,Electricity Bill,87.88,2024-01-25
Housing,Rent,1277.93,2024-11-03
Utilities,Gas Bill,222.51,2024-11-15
Dining,Fast Food,120.12,2024-02-06
Subscriptions,Spotify,15.34,2023-08-13
Groceries,Eggs,64.68,2024-04-02
Transportation,Train Ticket,100.38,2023-04-29
Utilities,Internet Bill,175.33,2023-12-22
Housing,Mortgage,1683.15,2024-05-10
Other,Misc Expense,91.36,2024-12-04
Utilities,Electricity Bill,141.65,2024-02-23
Groceries,Chicken,116.45,2023-09-25
Housing,Mortgage,1732.64,2024-03-11
Dining,Fast Food,137.12,2023-10-02
Dining,Food Delivery,35.19,2024-10-13
Other,Online Purchase,48.35,2024-02-24
Utilities,Water Bill,201.5,2023-04-23
Subscriptions,Gym Membership,26.17,2023-01-21
Housing,Rent,726.35,2024-12-22
Transportation,Bus Pass,115.73,2024-07-20
Groceries,Vegetables,10.23,2023-08-04
Transportation,Train Ticket,147.83,2024-07-02
Dining,Food Delivery,36.71,2023-06-15
Transportation,Bus Pass,63.77,2024-07-20
Housing,Rent,650.5,2023-01-21
Other,Online Purchase,76.72,2024-05-11
Groceries,Bread,44.61,2023-01-25
Utilities,Water Bill,194.98,2024-01-22
Housing,Mortgage,1636.74,2023-10-04
Other,Online Purchase,14.25,2024-05-31
Housing,Mortgage,1639.71,2024-07-08
Subscriptions,Netflix,25.59,2024-02-05
Utilities,Gas Bill,123.53,2023-01-24
Transportation,Bus Pass,70.46,2023-04-13
Transportation,Fuel,58.36,2024-03-15
Groceries,Bread,145.13,2024-07-28
Transportation,Fuel,44.81,2024-12-20
Subscriptions,Gym Membership,5.6,2024-05-23
Housing,Mortgage,1667.78,2023-04-21
Dining,Restaurant,87.95,2023-01-26
Dining,Restaurant,68.72,2024-05-03
Subscriptions,Netflix,16.64,2024-10-07
Groceries,Milk,85.45,2023-08-01
Other,Misc Expense,90.23,2023-03-27
Utilities,Internet Bill,134.17,2024-08-03
Other,Online Purchase,11.66,2024-05-20
Transportation,Fuel,48.78,2023-12-12
Other,Online Purchase,8.37,2024-12-06
Subscriptions,Gym Membership,5.2,2024-12-07
Utilities,Internet Bill,98.86,2024-10-29
Utilities,Gas Bill,136.26,2024-07-22
Other,Online Purchase,138.42,2024-03-11
